time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,soil_moisture_0_to_10cm_mean
15/02/2013,27.7,33.8,23.1,59,0,0.243
16/02/2013,29.5,35.3,23.8,50,0,0.242
17/02/2013,29.6,35.9,22.1,51,0,0.242
18/02/2013,30.3,35.4,23.7,51,0,0.242
19/02/2013,29.3,34.3,25.3,57,0.06,0.243
20/02/2013,31.1,36.1,26.1,52,0,0.243
21/02/2013,30.3,35.2,24.7,62,0.96,0.244
22/02/2013,29.7,36,24.1,56,0.24,0.244
23/02/2013,30.3,38,23.2,43,0,0.243
24/02/2013,29.4,35.6,23.9,61,1.25,0.246
25/02/2013,27.1,33.9,24.5,79,4.2,0.261
26/02/2013,25.6,32.4,21.7,84,1.41,0.283
27/02/2013,28.5,35.3,21.1,60,0,0.265
28/02/2013,29.6,35.8,22.1,49,0,0.25
01/03/2013,30.7,37.9,22,45,0.06,0.248
02/03/2013,30.8,38.6,22.7,44,0.06,0.248
03/03/2013,30.5,35.6,24.5,49,0.06,0.249
04/03/2013,30.7,37.1,24.3,48,0,0.25
05/03/2013,28.7,34.1,23.3,68,1.2,0.253
06/03/2013,29.1,35.8,23.4,58,0.61,0.253
07/03/2013,31.1,38.6,22.8,41,0.06,0.252
08/03/2013,31.6,39.1,24.6,39,0,0.252
09/03/2013,30.9,39,24,44,0.13,0.253
10/03/2013,32.1,39.2,25.4,40,0,0.253
11/03/2013,32.5,40.7,25.2,49,0.39,0.255
12/03/2013,32.5,40.6,24.6,49,0.13,0.256
13/03/2013,32.4,41.3,22.5,41,0,0.256
14/03/2013,32,40.8,21.3,34,0,0.256
15/03/2013,32,41.2,21.7,32,0,0.257
16/03/2013,31.6,41.1,24.9,51,0.67,0.259
17/03/2013,29.5,37.3,23.8,62,0.87,0.262
18/03/2013,30.2,38.5,25,66,1.28,0.264
19/03/2013,29.3,35.8,25.8,72,13.49,0.288
20/03/2013,28.3,34.2,23.6,66,0.07,0.297
21/03/2013,28,36.2,23.4,73,1.99,0.283
22/03/2013,27.6,32.8,24.5,78,3.85,0.288
23/03/2013,27,31.6,24.8,85,6.49,0.315
24/03/2013,27.6,33.3,24.4,81,2.15,0.307
25/03/2013,29.9,36,24.8,65,0.21,0.289
26/03/2013,30.2,35.8,26.1,64,0.7,0.278
27/03/2013,29.2,36.6,26.2,75,1.68,0.28
28/03/2013,27,30.9,24.5,87,8.09,0.311
29/03/2013,29.9,36.5,24.4,66,0.07,0.298
30/03/2013,28.2,34.1,24.6,80,6.3,0.304
31/03/2013,29.2,37.3,22.3,61,0,0.305
01/04/2013,30.3,36.8,24.4,49,0,0.285
02/04/2013,31,37.6,25.7,49,0,0.281
03/04/2013,30.2,37.1,26,54,0,0.282
04/04/2013,31.3,37.9,25,48,0,0.281
05/04/2013,32.2,39.7,24.6,46,0.22,0.282
06/04/2013,32.8,40.6,25.9,44,0.22,0.282
07/04/2013,27.7,34,23.8,76,4.26,0.296
08/04/2013,27.6,31.6,26.1,85,12.81,0.323
09/04/2013,26.4,28.4,25.6,90,13.13,0.341
10/04/2013,25.4,25.6,24.3,90,17.23,0.354
11/04/2013,25.9,29.3,24.2,82,0.73,0.345
12/04/2013,28.3,33,23.8,66,0.58,0.331
13/04/2013,28.8,34.6,23,54,0,0.315
14/04/2013,28.7,34.9,22.6,47,0,0.309
15/04/2013,29.4,35.6,24.8,51,0.37,0.309
16/04/2013,28.3,31.9,24.9,72,5.8,0.321
17/04/2013,26.3,28.4,23.1,88,11.77,0.358
18/04/2013,28,32.4,23.4,61,0,0.34
19/04/2013,28.8,34.4,22.8,53,0,0.32
20/04/2013,29.3,35.6,21.6,47,0,0.314
21/04/2013,29.4,36.7,23.5,42,0,0.313
22/04/2013,30.6,37.2,25.5,57,0.37,0.313
23/04/2013,27.6,33,24.7,81,4.45,0.33
24/04/2013,27.5,33.5,25.3,81,6.31,0.35
25/04/2013,27,30.9,25.3,85,19.11,0.367
26/04/2013,27,30,25.5,87,15.12,0.381
27/04/2013,27.1,30.5,25.1,83,4.32,0.378
28/04/2013,27.7,32.2,25.2,83,7.39,0.384
29/04/2013,27.1,30.3,24.9,84,6.8,0.389
30/04/2013,27.1,29.3,24.8,87,7.7,0.393
01/05/2013,27.5,31.8,24.8,83,7.86,0.395
02/05/2013,27.4,28.6,25.7,86,12.67,0.407
03/05/2013,27.3,30.7,25.4,87,12.83,0.414
04/05/2013,27.5,30.5,25.3,87,8.79,0.416
05/05/2013,28.1,33.6,25.7,84,9.06,0.42
06/05/2013,28.5,34.1,25.4,80,6.12,0.419
07/05/2013,28.3,34.1,25.7,83,8.02,0.423
08/05/2013,28.3,33.7,25.3,81,6.19,0.423
09/05/2013,28.7,34.3,25.8,78,1.71,0.416
10/05/2013,28.2,33.2,25.7,82,5.19,0.422
11/05/2013,28.1,33.3,25.3,82,3.84,0.422
12/05/2013,28.8,33.2,25.4,76,1.35,0.414
13/05/2013,29.3,34,25.3,71,0,0.4
14/05/2013,29.1,33.6,25.3,72,0,0.39
15/05/2013,28.1,32.9,24.8,78,2.1,0.388
16/05/2013,27.4,32.7,23.7,83,4.87,0.4
17/05/2013,27.1,32.3,24.8,85,8.59,0.422
18/05/2013,26.7,29.8,24.9,88,25.18,0.439
19/05/2013,26.3,28.6,24.7,89,21.53,0.453
20/05/2013,26.9,32.9,23.9,86,10.84,0.455
21/05/2013,27,33,23.7,84,13.4,0.461
22/05/2013,26.9,32,23.8,85,18.48,0.469
23/05/2013,26.9,31.4,24.4,86,7.48,0.47
24/05/2013,27,30.6,24.6,85,5.23,0.468
25/05/2013,25.7,27.8,24.3,88,4.51,0.47
26/05/2013,26.6,30,24.6,80,0.89,0.465
27/05/2013,26.3,31.3,24.3,83,5.21,0.468
28/05/2013,26.3,30.9,23.2,79,0,0.463
29/05/2013,27.4,32,25.1,84,3.79,0.463
30/05/2013,27.3,31.7,24.8,81,2.59,0.463
31/05/2013,27.1,31.8,25,86,5.86,0.466
01/06/2013,27.1,31,25.3,87,7.61,0.469
02/06/2013,27.1,32.3,25,86,6.09,0.47
03/06/2013,26.4,28.1,25,88,6.8,0.473
04/06/2013,25.8,26.9,24.7,91,12.88,0.482
05/06/2013,25.6,26.2,24.7,91,9.04,0.484
06/06/2013,25.7,26.5,24.6,91,16.6,0.491
07/06/2013,24.9,25.5,23.9,91,18.35,0.5
08/06/2013,25.2,25.7,24.3,91,7.05,0.502
09/06/2013,25.1,25.2,24.4,91,17.47,0.511
10/06/2013,26,28.8,24.5,89,11.96,0.512
11/06/2013,26.2,29.9,24.5,86,2.46,0.509
12/06/2013,25.5,26.5,24.6,90,15.52,0.516
13/06/2013,25.6,27,24.3,91,6.94,0.515
14/06/2013,25.9,28.5,24.1,88,7.37,0.515
15/06/2013,25.8,29.2,23.7,88,4.76,0.513
16/06/2013,26.3,30.7,24.5,87,5.55,0.512
17/06/2013,26.2,29.5,24.6,90,13.58,0.517
18/06/2013,26.2,29.5,24.3,88,6.41,0.516
19/06/2013,26.4,31.6,24,86,7.24,0.516
20/06/2013,26.1,31.6,24.1,88,6.93,0.516
21/06/2013,25.9,28,24.3,88,3.89,0.514
22/06/2013,26.5,30.9,24.4,86,6.93,0.514
23/06/2013,26.2,28.8,24.4,87,3.57,0.513
24/06/2013,26.6,30.7,24.2,83,0.8,0.509
25/06/2013,26.5,31.1,23.5,82,0.54,0.506
26/06/2013,26.3,31.4,24,85,4.21,0.505
27/06/2013,25.9,29,24.2,88,3.84,0.506
28/06/2013,25,26,23.5,93,15.79,0.513
29/06/2013,25.3,26.6,23.8,93,26.98,0.524
30/06/2013,24.8,26,23.6,93,10.87,0.525
01/07/2013,24.2,25.7,22.9,93,5.41,0.524
02/07/2013,24.1,26.1,22.4,92,13.23,0.526
03/07/2013,25.2,28.5,23.1,85,0.86,0.523
04/07/2013,24.8,28.9,22.7,89,9.63,0.524
05/07/2013,25.3,28.7,23.6,90,8.18,0.523
06/07/2013,25,25.9,23.9,93,15.17,0.529
07/07/2013,24.7,25.6,23.4,93,13,0.53
08/07/2013,24.3,25.4,23,93,9.12,0.53
09/07/2013,24.6,26.7,22.3,92,11.66,0.53
10/07/2013,25.8,30.7,22.9,86,11.07,0.528
11/07/2013,25.2,28.4,23,90,27.05,0.534
12/07/2013,24.5,28.2,22.7,90,15.83,0.536
13/07/2013,23.8,25.5,22.7,92,11.43,0.537
14/07/2013,24.9,28.5,23.3,89,10.42,0.535
15/07/2013,25.8,29.3,23.6,85,2.53,0.531
16/07/2013,25.3,28.7,23.5,91,8.27,0.53
17/07/2013,24.9,26.5,23.6,91,4.2,0.527
18/07/2013,25.1,26.4,23.5,90,5.31,0.526
19/07/2013,25.4,27.2,23.5,91,9.89,0.525
20/07/2013,25.6,29.2,23.6,89,5.28,0.522
21/07/2013,26.6,30.8,24,83,0.42,0.517
22/07/2013,26.5,30.2,24.1,84,0.97,0.514
23/07/2013,26.6,29.8,24.3,82,0.14,0.51
24/07/2013,27,31.2,24.3,81,0.41,0.507
25/07/2013,27.1,31.9,24.1,80,0.28,0.503
26/07/2013,27,32.3,24.2,82,1.92,0.5
27/07/2013,26.9,31.9,24.2,82,2.2,0.497
28/07/2013,26.8,31.6,24.3,84,5.75,0.495
29/07/2013,25.5,28.8,23.9,91,6.15,0.498
30/07/2013,25.6,28.7,23.7,88,1.91,0.495
31/07/2013,26.2,29.3,23.7,85,7.08,0.494
01/08/2013,25.2,26.6,23.7,92,10.2,0.497
02/08/2013,25.5,29.4,23.8,89,4.21,0.495
03/08/2013,25.6,29.5,23.2,89,4.6,0.493
04/08/2013,26,30.4,23.3,84,0.68,0.49
05/08/2013,25.3,29,23,90,13.36,0.495
06/08/2013,25,27.7,23.3,92,9.43,0.495
07/08/2013,25.1,26.5,23.4,93,9.55,0.496
08/08/2013,25.1,27.8,23.3,92,16.11,0.5
09/08/2013,24.3,25.7,22.5,93,14.74,0.504
10/08/2013,24.9,28.3,22.9,86,0.94,0.499
11/08/2013,24.5,25.6,23,92,12.15,0.504
12/08/2013,24.8,26.7,23.2,92,12.53,0.505
13/08/2013,24.5,26.5,23,92,13.17,0.507
14/08/2013,23.7,25.6,22.1,94,44.63,0.523
15/08/2013,24.6,26.5,22.4,86,0.66,0.521
16/08/2013,24.6,27.9,23.1,92,9.93,0.522
17/08/2013,25.1,29,23.3,88,6.87,0.52
18/08/2013,25.5,30,23.4,86,6.07,0.518
19/08/2013,23.7,25.9,22.7,93,15.68,0.522
20/08/2013,24.1,25.2,23.2,94,9.99,0.523
21/08/2013,24,24.7,22.8,93,4.07,0.52
22/08/2013,24.7,27.2,22.5,91,7.6,0.519
23/08/2013,24.9,26.3,23.1,93,7.85,0.519
24/08/2013,25,26.5,23.5,93,10.71,0.519
25/08/2013,25.3,29.1,23.8,90,5.87,0.517
26/08/2013,25,26.8,23.8,92,11.85,0.519
27/08/2013,24.6,26,23.2,94,19.11,0.525
28/08/2013,24.7,28.3,23,92,12.07,0.525
29/08/2013,25.2,27.3,23.2,88,23.85,0.527
30/08/2013,25.2,28.8,23.6,92,14.11,0.533
31/08/2013,25.1,25.9,23.9,94,9.3,0.533
01/09/2013,25.5,29.4,24,91,23.35,0.535
02/09/2013,25.7,30.1,24,91,13.01,0.537
03/09/2013,26.4,32.1,24,88,18.13,0.536
04/09/2013,25.5,27,24.2,93,14.25,0.539
05/09/2013,26.1,29.7,24.2,87,1.54,0.532
06/09/2013,25.5,29.4,24,90,2.05,0.526
07/09/2013,24.8,26,23.4,93,7.03,0.524
08/09/2013,25.4,29.3,23.6,89,4.46,0.52
09/09/2013,25,27.1,23.9,92,15.66,0.521
10/09/2013,24.2,24.9,23.4,94,35.09,0.528
11/09/2013,23.7,25,23.3,93,16.62,0.538
12/09/2013,26.2,31.6,23.1,79,5.95,0.53
13/09/2013,24.9,30,22.7,86,2.53,0.525
14/09/2013,25.9,30.2,23.2,84,4.04,0.519
15/09/2013,25.8,30,24,84,0.5,0.514
16/09/2013,25.6,29.2,23.9,87,3.39,0.51
17/09/2013,26.1,30.7,23.9,85,1.88,0.506
18/09/2013,25.5,29,23.8,89,2.88,0.504
19/09/2013,24.6,25.7,23.1,95,11,0.505
20/09/2013,26.5,33.1,22.1,77,1.12,0.498
21/09/2013,26.5,32.1,21.2,69,0.25,0.493
22/09/2013,25.9,31.6,23.1,84,4.59,0.49
23/09/2013,25.2,26.4,24.1,94,4.83,0.489
24/09/2013,24.7,26,23.9,94,8.65,0.489
25/09/2013,25.6,28.5,24.2,88,1.23,0.486
26/09/2013,25.8,29.2,24.2,90,5.29,0.484
27/09/2013,24.9,26.1,24.1,94,5.03,0.482
28/09/2013,25.1,26,23.9,94,10.9,0.484
29/09/2013,25.7,29,24,91,4.28,0.481
30/09/2013,26.6,31.7,23.8,85,4.51,0.479
01/10/2013,26.5,30.6,24.2,86,3.16,0.476
02/10/2013,25.8,28.3,23.7,90,5.21,0.474
03/10/2013,26.5,31.7,24.6,88,33.73,0.482
04/10/2013,25.5,29,24.1,93,21.46,0.491
05/10/2013,25.4,27.3,23.4,93,23.93,0.498
06/10/2013,26.6,33.6,22.7,80,3.12,0.492
07/10/2013,25.3,32.2,22,86,2.75,0.487
08/10/2013,26.5,32.4,21.9,76,1.19,0.48
09/10/2013,26.2,31.4,23.7,81,0.95,0.475
10/10/2013,26.3,31,23.5,82,7.7,0.473
11/10/2013,26.4,33.1,23.6,85,7.44,0.472
12/10/2013,26.1,30.1,23.9,87,15.77,0.474
13/10/2013,25,27.6,23.7,94,10.67,0.477
14/10/2013,25.7,28.1,23.8,91,12.28,0.477
15/10/2013,25.5,28.8,22.5,91,15.49,0.475
16/10/2013,26.3,32.9,23.1,85,13.47,0.476
17/10/2013,25.9,32,22.3,82,3.12,0.472
18/10/2013,26.2,30.1,23.9,74,0,0.466
19/10/2013,25.7,29.5,22.7,73,0,0.46
20/10/2013,25.8,29.1,23.4,78,0.46,0.457
21/10/2013,26,30.5,22.7,85,8.88,0.457
22/10/2013,25.3,30.4,22.3,89,12.02,0.458
23/10/2013,24.4,29.2,23,90,7.56,0.458
24/10/2013,26.5,31.7,22.5,72,0,0.453
25/10/2013,26.4,30.5,23.2,74,0.22,0.448
26/10/2013,26,30.9,21.8,68,0,0.442
27/10/2013,25.8,30.7,21.6,67,0,0.438
28/10/2013,25.3,29.5,23.2,81,2.32,0.436
29/10/2013,26,30,23,75,0,0.431
30/10/2013,25.9,30.6,21.7,67,0,0.426
31/10/2013,26.8,31.8,22.8,69,0.11,0.423
01/11/2013,26.4,31.3,22.4,67,0,0.418
02/11/2013,25.5,29,23.1,66,0,0.413
03/11/2013,26.5,30.3,24.2,70,0,0.409
04/11/2013,25.7,29.9,22,69,0,0.405
05/11/2013,24.8,29.3,20.6,65,0,0.401
06/11/2013,24.9,30.3,19.6,69,0,0.399
07/11/2013,25.6,30.8,21.9,71,0,0.396
08/11/2013,25.7,30.9,22,79,0,0.394
09/11/2013,27,32.2,23.1,74,0,0.391
10/11/2013,27.2,31.9,23.6,68,0,0.386
11/11/2013,26.9,31.3,23.6,70,0,0.381
12/11/2013,26.7,30.6,23.7,73,0,0.379
13/11/2013,27,31.7,23.1,67,0,0.374
14/11/2013,26.1,30.6,22.7,68,0,0.369
15/11/2013,25.8,29.5,22.9,71,0,0.365
16/11/2013,25.7,28.4,22.2,74,0,0.366
17/11/2013,25,28.8,21,70,0,0.361
18/11/2013,24.4,29.2,20.9,67,0,0.354
19/11/2013,24.3,29,19.6,66,0,0.347
20/11/2013,23.7,28.6,19.9,63,0,0.341
21/11/2013,25.6,30.6,21.4,65,0,0.335
22/11/2013,26.1,30.8,21.9,67,0,0.33
23/11/2013,26.2,30.9,22.6,69,0,0.327
24/11/2013,26.1,30.5,22.5,65,0,0.324
25/11/2013,25.3,30.2,21.2,63,0,0.32
26/11/2013,25.1,29.7,21.4,62,0,0.317
27/11/2013,24.6,28.7,21.7,59,0,0.315
28/11/2013,25.1,28.9,22.4,63,0,0.313
29/11/2013,26,29.5,22.9,66,0,0.312
30/11/2013,26.9,29.9,23.6,70,0.65,0.31
01/12/2013,25.3,28.6,23.5,80,0.43,0.316
02/12/2013,26.7,30.4,23.9,70,0,0.309
03/12/2013,27.7,32.8,23.1,65,0,0.305
04/12/2013,28,32.6,23.6,62,0,0.303
05/12/2013,27.2,32.4,22.2,59,0,0.301
06/12/2013,26.7,31.8,22.5,57,0,0.298
07/12/2013,26.7,30.8,23.2,62,0,0.296
08/12/2013,25.9,28.9,23.6,66,0,0.296
09/12/2013,25.4,30.2,21.8,64,0,0.294
10/12/2013,24.9,30,20.9,62,0,0.292
11/12/2013,24.8,29.7,20.1,54,0,0.289
12/12/2013,23.2,22.9,20.3,80,0.11,0.292
13/12/2013,24.8,28.5,21.9,67,0,0.289
14/12/2013,25.4,30.7,21,64,0,0.286
15/12/2013,27,32.9,22.1,60,0,0.285
16/12/2013,28.3,33.3,23.5,59,0,0.282
17/12/2013,26.6,31.1,23.6,76,4.68,0.299
18/12/2013,26.9,32.2,21.7,65,0,0.291
19/12/2013,25.8,31.2,20.9,60,0,0.28
20/12/2013,24.1,29.8,18.8,54,0,0.276
21/12/2013,22.9,28.6,17.7,53,0,0.274
22/12/2013,23.6,28.6,18.3,59,0,0.273
23/12/2013,24.5,29.8,19,58,0,0.271
24/12/2013,23.8,29.7,18.1,57,0,0.269
25/12/2013,21.7,27.9,15.9,49,0,0.267
26/12/2013,21.1,27.6,15.9,46,0,0.266
27/12/2013,22.2,28.8,16.7,51,0,0.264
28/12/2013,25.7,30.3,17.7,56,0,0.262
29/12/2013,25.7,30.3,21.6,64,0,0.261
30/12/2013,25.4,31.1,21.6,55,0,0.26
31/12/2013,24.4,28.9,21.1,55,0,0.258
01/01/2014,23.8,29.4,20,55,0,0.256
02/01/2014,24,28.9,20.2,50,0,0.256
03/01/2014,26,31.3,21.3,59,0,0.256
04/01/2014,25.4,30.5,21.4,60,0,0.257
05/01/2014,23.8,29.2,19.5,56,0,0.256
06/01/2014,24,29.6,19.5,56,0,0.256
07/01/2014,25.2,31,19.9,56,0,0.256
08/01/2014,25.2,30.9,20.9,55,0,0.256
09/01/2014,22.3,28.7,16.4,57,0,0.256
10/01/2014,22.1,27.7,16.7,51,0,0.255
11/01/2014,23.6,28,18.6,55,0,0.256
12/01/2014,23.7,28.7,20.4,57,0,0.256
13/01/2014,24.1,28.7,20.8,59,0,0.257
14/01/2014,25.3,30.7,20.9,57,0,0.257
15/01/2014,25.7,31.4,21,57,0,0.256
16/01/2014,24.9,30.4,20.5,58,0,0.257
17/01/2014,24.3,30,19.9,56,0,0.256
18/01/2014,23.1,28.4,18.8,55,0,0.256
19/01/2014,22.8,29,17.4,52,0,0.255
20/01/2014,23.2,29.1,17.7,52,0,0.255
21/01/2014,24.4,30,18.9,56,0,0.255
22/01/2014,24.4,30.2,19.5,56,0,0.255
23/01/2014,24.7,30.6,19.8,52,0,0.255
24/01/2014,25.3,30.9,20.3,54,0,0.255
25/01/2014,24.4,29.4,21.7,58,0,0.255
26/01/2014,24.6,29,20.7,59,0,0.256
27/01/2014,26.8,31.7,21.2,56,0,0.255
28/01/2014,26.5,32.4,21.1,57,0,0.255
29/01/2014,25.5,31.1,21.2,53,0,0.255
30/01/2014,25.9,32,21.2,56,0,0.254
31/01/2014,26.1,32.2,21.1,56,0,0.254
01/02/2014,25.1,31.1,20.9,57,0,0.254
02/02/2014,24.9,30.5,20.6,56,0,0.253
03/02/2014,25.2,30.6,21,54,0,0.253
04/02/2014,25.5,31,21.6,53,0,0.253
05/02/2014,26.8,32.8,21.9,54,0,0.253
06/02/2014,28.7,34.1,22.8,53,0,0.252
07/02/2014,29,34.4,24,53,0,0.252
08/02/2014,27.5,33,23.2,55,0,0.252
09/02/2014,27.8,32.8,23.6,52,0,0.25
10/02/2014,27,32.3,23.4,56,0,0.25
11/02/2014,25.4,31.1,20.6,56,0,0.25
12/02/2014,24.6,31.1,19.2,53,0,0.25
13/02/2014,25.1,31.5,19.7,48,0,0.249
14/02/2014,26.2,32.4,20.3,48,0,0.249
15/02/2014,25.9,32.5,19.1,46,0,0.249
16/02/2014,26.6,33.3,19.9,43,0,0.248
17/02/2014,26.8,34.1,19.8,40,0,0.248
18/02/2014,29,34.4,20.9,52,0,0.248
19/02/2014,27.5,33.1,23.1,57,0.06,0.248
20/02/2014,26.6,33.1,22.3,53,0,0.247
21/02/2014,26.2,32.8,21,50,0,0.247
22/02/2014,25.8,32.7,20.4,46,0,0.247
23/02/2014,27.5,34.6,21.1,47,0,0.247
24/02/2014,28.4,35.2,22.7,53,0,0.247
25/02/2014,28.9,35.7,22.2,47,0,0.247
26/02/2014,29.1,36.9,19,39,0,0.247
27/02/2014,28.7,37.4,18.7,35,0,0.247
28/02/2014,29.6,37.7,19.1,36,0,0.247
01/03/2014,30.8,38.1,22,45,0,0.247
02/03/2014,31.4,37.1,25.4,50,0,0.248
03/03/2014,30.2,36,25.1,60,0.52,0.25
04/03/2014,28.5,37,24.3,76,2.18,0.259
05/03/2014,29.4,35.4,25.3,64,0.3,0.256
06/03/2014,27.8,34.5,22.7,75,1.88,0.255
07/03/2014,29.5,37.9,22.2,43,0.06,0.252
08/03/2014,29.4,38.6,17.9,35,0,0.252
09/03/2014,30.8,38.6,21.6,38,0,0.253
10/03/2014,30.5,38.7,22.4,42,0,0.254
11/03/2014,30.4,38.6,23.7,43,0,0.255
12/03/2014,30.3,37.8,24.7,44,0,0.256
13/03/2014,28.8,35.5,25.1,64,1.89,0.26
14/03/2014,27.7,32.9,24.5,65,0,0.269
15/03/2014,27.3,33.5,23.3,58,0,0.26
16/03/2014,28.6,36.4,23.6,53,0,0.26
17/03/2014,29.9,37.4,24.7,50,0,0.261
18/03/2014,29.2,35.7,25,53,0,0.262
19/03/2014,29.3,36.6,24.1,50,0,0.263
20/03/2014,31.1,39,24.2,43,0,0.263
21/03/2014,32.8,40.2,24.1,34,0,0.264
22/03/2014,32.6,38.8,26.2,40,0,0.265
23/03/2014,29,37.9,24.8,70,3.45,0.277
24/03/2014,26.7,32.4,24.1,86,7.9,0.31
25/03/2014,26.1,32,24.2,86,10.71,0.319
26/03/2014,26.3,30.9,23.2,84,3.77,0.316
27/03/2014,27.5,33.9,23,71,0,0.297
28/03/2014,29.9,34.9,25.3,60,0.63,0.283
29/03/2014,26.6,28.2,24.5,88,12.34,0.32
30/03/2014,27.1,34.7,23.1,79,11.81,0.331
31/03/2014,26.8,32.7,23.6,81,4.89,0.331
01/04/2014,27.4,34.5,23.4,78,6.9,0.334
02/04/2014,26.5,32.7,22.7,72,2.35,0.33
03/04/2014,27.8,32.6,23.9,60,0,0.313
04/04/2014,27.9,33,24.9,66,0.79,0.301
05/04/2014,29.3,34.4,24.9,56,0,0.298
06/04/2014,29.3,35.2,24.3,57,0,0.297
07/04/2014,28.7,37,23.1,70,1.52,0.3
08/04/2014,28,33.7,25.7,81,6.01,0.315
09/04/2014,27.4,30.6,25.2,82,5.95,0.334
10/04/2014,27,29.1,25.6,89,19.11,0.357
11/04/2014,26.6,30.2,24.5,84,0.66,0.347
12/04/2014,27.1,31.7,23.8,81,0.8,0.336
13/04/2014,26.7,30.6,24.3,86,13.88,0.36
14/04/2014,26.9,31.8,24.3,84,9.88,0.366
15/04/2014,27.7,33.8,23.6,76,3.74,0.362
16/04/2014,26.1,32.7,21.3,79,2.57,0.365
17/04/2014,26.6,33.2,24.3,82,5.44,0.369
18/04/2014,26.4,30.5,24.4,82,1.33,0.363
19/04/2014,26.7,28.4,24.7,88,16.52,0.382
20/04/2014,28.1,34,25.4,80,8.86,0.385
21/04/2014,27.3,31.9,25.3,86,17.31,0.4
22/04/2014,26.9,30.3,24.6,88,17.33,0.412
23/04/2014,28.2,33.3,25.3,79,6.3,0.41
24/04/2014,27.5,32.2,25.8,85,7.28,0.416
25/04/2014,27.5,31.6,25.7,84,4.31,0.415
26/04/2014,28,31.4,25.6,77,0.07,0.404
27/04/2014,28.5,33.3,25.4,75,0.15,0.394
28/04/2014,29,33.2,26,73,0.15,0.384
29/04/2014,29,34.1,26,74,0.75,0.379
30/04/2014,27.7,31.8,25.7,81,1.79,0.382
01/05/2014,27.9,31.4,25.6,77,0.37,0.38
02/05/2014,28.5,33,24.8,73,0.07,0.378
03/05/2014,29.4,33.8,25.5,68,0,0.375
04/05/2014,29.8,34.4,26.1,68,0,0.374
05/05/2014,29.6,33.8,26,69,0.08,0.373
06/05/2014,27.9,32.9,25.1,82,7.19,0.4
07/05/2014,27.8,32.3,25.2,84,7.12,0.413
08/05/2014,28.4,33.5,25.1,74,0.16,0.396
09/05/2014,28.3,32.9,25.3,77,1.7,0.385
10/05/2014,28,31.6,25.3,78,2.14,0.382
11/05/2014,29.2,34,25.3,68,0.08,0.374
12/05/2014,30.2,34.6,25.4,62,0,0.371
13/05/2014,30.5,34.8,26.1,61,0.09,0.369
14/05/2014,27.8,30.7,25.3,85,14.05,0.403
15/05/2014,27.6,32.1,24.8,85,7.41,0.413
16/05/2014,27.9,31.7,25.4,85,15,0.422
17/05/2014,28.2,32,25.3,82,5.71,0.417
18/05/2014,27.4,30.3,25,85,8.76,0.426
19/05/2014,27.5,31.8,25.3,86,7.13,0.426
20/05/2014,27.1,29.8,24.9,87,12.94,0.434
21/05/2014,27,28.3,25.1,88,22.34,0.448
22/05/2014,26.6,27.8,24.4,89,15.31,0.455
23/05/2014,27,30.8,24.6,87,11.47,0.457
24/05/2014,26.8,30.2,24.4,88,10.34,0.462
25/05/2014,27.5,31.5,25,86,10.16,0.465
26/05/2014,27.2,31.2,25,87,11.66,0.469
27/05/2014,26.9,30.7,24.3,86,6.49,0.47
28/05/2014,26.9,31,25.2,87,7.58,0.472
29/05/2014,27.4,31.3,25.4,83,1.23,0.466
30/05/2014,25.5,26.1,24,90,3.82,0.471
31/05/2014,27.8,31,25.2,79,0.31,0.462
01/06/2014,27.5,29.8,25.2,83,5.91,0.465
02/06/2014,27.1,31.1,25.3,85,5.12,0.47
03/06/2014,27.3,31.8,25.4,85,6.25,0.469
04/06/2014,26.3,27.3,25,90,10.99,0.477
05/06/2014,26.2,29.2,24.8,87,5.06,0.475
06/06/2014,26.5,31.2,24.7,87,4.22,0.474
07/06/2014,26.6,30,24.6,85,5.73,0.475
08/06/2014,25.9,28.7,24.5,80,1.48,0.473
09/06/2014,25.3,26.4,23.7,91,140.78,0.503
10/06/2014,24.2,24.1,24,91,74.59,0.578
11/06/2014,24.6,25.4,24.1,91,18.6,0.584
12/06/2014,24.8,27,24.2,90,15.84,0.578
13/06/2014,25.2,26.2,24.4,91,21.13,0.578
14/06/2014,25.4,26.1,24.5,91,17.73,0.574
15/06/2014,26.2,27.9,24.5,91,12.42,0.569
16/06/2014,26,27.7,24.7,91,9.84,0.564
17/06/2014,25.9,27.4,24.6,91,15.16,0.562
18/06/2014,25.5,26.7,24,92,14.05,0.562
19/06/2014,25.5,26.7,24.3,92,43.33,0.57
20/06/2014,24.8,25.5,24,92,37.23,0.583
21/06/2014,24.4,24.6,23.8,92,46.25,0.593
22/06/2014,24.7,25.6,23.7,92,17.87,0.594
23/06/2014,25.3,28.5,23.8,90,13.7,0.587
24/06/2014,25.6,28.8,24.2,90,7.31,0.582
25/06/2014,25.2,27.5,23.6,91,12.08,0.578
26/06/2014,25.5,28.3,23.6,90,18.71,0.579
27/06/2014,25.5,28.5,23.7,89,18.75,0.579
28/06/2014,25.5,28.6,23.9,90,16.58,0.58
29/06/2014,25.8,28.6,24,87,4.18,0.576
30/06/2014,26.2,29.3,24.2,84,0.84,0.571
01/07/2014,26.3,29.9,23.9,83,0.57,0.567
02/07/2014,26.1,30.3,24.1,86,2.3,0.563
